base,qualification_pool,start_day,end_day,num_legs,duty_min,block_min,deadhead_min,overnight_station,hotel_nights,hotel_key,hotel_day,preference_penalty,expected_delay_risk,cost,risk_S0_nominal,risk_S1_weather_NE,risk_S2_weather_SE,risk_S3_ATC_MW,risk_S4_west_coast,pairing_id,pairing_type
JFK,NB,1,1,1,344,45,224,CLE,1,CLE_D1,1,58,0.0,3445.25,0.0,0.0,0.0,0.0,0.0,P00367,recovery_single
JFK,BOTH,1,1,1,344,45,224,CLE,1,CLE_D1,1,58,0.0,3445.25,0.0,0.0,0.0,0.0,0.0,P00368,recovery_single
ATL,NB,2,2,1,340,45,220,MCI,1,MCI_D2,2,81,0.0,3445.25,0.0,0.0,0.0,0.0,0.0,P00641,recovery_single
ATL,BOTH,2,2,1,340,45,220,MCI,1,MCI_D2,2,81,0.0,3445.25,0.0,0.0,0.0,0.0,0.0,P00642,recovery_single
DFW,NB,2,2,1,445,188,182,,0,,0,0,0.0,3446.95,0.0,0.0,0.0,0.0,0.0,P00731,recovery_single
DFW,BOTH,2,2,1,445,188,182,,0,,0,0,0.0,3446.95,0.0,0.0,0.0,0.0,0.0,P00732,recovery_single
ATL,NB,1,1,1,357,75,207,IAD,1,IAD_D1,1,61,0.0,3452.5,0.0,0.0,0.0,0.0,0.0,P00153,recovery_single
ATL,BOTH,1,1,1,357,75,207,IAD,1,IAD_D1,1,61,0.0,3452.5,0.0,0.0,0.0,0.0,0.0,P00154,recovery_single
ATL,NB,1,1,1,355,69,211,BOS,1,BOS_D1,1,61,0.0,3455.1,0.0,0.0,0.0,0.0,0.0,P00289,recovery_single
ATL,BOTH,1,1,1,355,69,211,BOS,1,BOS_D1,1,61,0.0,3455.1,0.0,0.0,0.0,0.0,0.0,P00290,recovery_single
ORD,NB,2,2,1,343,49,219,IAD,1,IAD_D2,2,83,0.0,3455.1,0.0,0.0,0.0,0.0,0.0,P00653,recovery_single
ORD,BOTH,2,2,1,343,49,219,IAD,1,IAD_D2,2,83,0.0,3455.1,0.0,0.0,0.0,0.0,0.0,P00654,recovery_single
DFW,NB,2,2,1,392,53,264,,0,,2,0,0.0,3459.45,0.0,0.0,0.0,0.0,0.0,P00659,recovery_single
DFW,BOTH,2,2,1,392,53,264,,0,,2,0,0.0,3459.45,0.0,0.0,0.0,0.0,0.0,P00660,recovery_single
DFW,NB,2,2,1,390,48,267,,0,,2,0,0.0,3459.7,0.0,0.0,0.0,0.0,0.0,P00723,recovery_single
DFW,BOTH,2,2,1,390,48,267,,0,,2,0,0.0,3459.7,0.0,0.0,0.0,0.0,0.0,P00724,recovery_single
ORD,RJ,1,1,1,394,57,262,,0,,1,0,0.0,3461.55,0.0,0.0,0.0,0.0,0.0,P00469,recovery_single
ORD,BOTH,1,1,1,394,57,262,,0,,1,0,0.0,3461.55,0.0,0.0,0.0,0.0,0.0,P00470,recovery_single
ORD,NB,1,1,1,424,130,219,,0,,1,0,0.0,3462.5,0.0,0.0,0.0,0.0,0.0,P00349,recovery_single
ORD,BOTH,1,1,1,424,130,219,,0,,1,0,0.0,3462.5,0.0,0.0,0.0,0.0,0.0,P00350,recovery_single
JFK,NB,2,2,1,363,71,217,DTW,1,DTW_D2,2,28,0.0,3463.4,0.0,0.0,0.0,0.0,0.0,P00607,recovery_single
JFK,BOTH,2,2,1,363,71,217,DTW,1,DTW_D2,2,28,0.0,3463.4,0.0,0.0,0.0,0.0,0.0,P00608,recovery_single
ORD,NB,1,1,1,430,144,211,,0,,1,0,0.0,3464.1,0.0,0.0,0.0,0.0,0.0,P00317,recovery_single
ORD,BOTH,1,1,1,430,144,211,,0,,1,0,0.0,3464.1,0.0,0.0,0.0,0.0,0.0,P00318,recovery_single
DFW,NB,2,2,1,404,75,254,,0,,2,0,0.0,3476.75,0.0,0.0,0.0,0.0,0.0,P00667,recovery_single
DFW,BOTH,2,2,1,404,75,254,,0,,2,0,0.0,3476.75,0.0,0.0,0.0,0.0,0.0,P00668,recovery_single
DFW,NB,2,2,1,414,190,149,DEN,1,DEN_D2,2,34,0.0,3483.0,0.0,0.0,0.0,0.0,0.0,P00507,recovery_single
DFW,BOTH,2,2,1,414,190,149,DEN,1,DEN_D2,2,34,0.0,3483.0,0.0,0.0,0.0,0.0,0.0,P00508,recovery_single
ORD,NB,1,1,1,405,74,256,,0,,1,0,0.0,3484.85,0.0,0.0,0.0,0.0,0.0,P00277,recovery_single
ORD,BOTH,1,1,1,405,74,256,,0,,1,0,0.0,3484.85,0.0,0.0,0.0,0.0,0.0,P00278,recovery_single
ORD,NB,1,1,1,375,94,206,RDU,1,RDU_D1,1,39,0.0,3489.35,0.0,0.0,0.0,0.0,0.0,P00189,recovery_single
ORD,BOTH,1,1,1,375,94,206,RDU,1,RDU_D1,1,39,0.0,3489.35,0.0,0.0,0.0,0.0,0.0,P00190,recovery_single
ATL,NB,2,2,1,348,45,228,STL,1,STL_D2,2,81,0.0,3491.25,0.0,0.0,0.0,0.0,0.0,P00545,recovery_single
ATL,BOTH,2,2,1,348,45,228,STL,1,STL_D2,2,81,0.0,3491.25,0.0,0.0,0.0,0.0,0.0,P00546,recovery_single
DFW,NB,2,2,1,448,176,197,,0,,0,0,0.0,3492.4,0.0,0.0,0.0,0.0,0.0,P00779,recovery_single
DFW,BOTH,2,2,1,448,176,197,,0,,0,0,0.0,3492.4,0.0,0.0,0.0,0.0,0.0,P00780,recovery_single
ORD,NB,2,2,1,408,77,256,,0,,2,0,0.0,3495.05,0.0,0.0,0.0,0.0,0.0,P00717,recovery_single
ORD,BOTH,2,2,1,408,77,256,,0,,2,0,0.0,3495.05,0.0,0.0,0.0,0.0,0.0,P00718,recovery_single
ATL,NB,1,1,1,357,68,214,PIT,1,PIT_D1,1,91,0.0,3498.95,0.0,0.0,0.0,0.0,0.0,P00041,recovery_single
ATL,BOTH,1,1,1,357,68,214,PIT,1,PIT_D1,1,91,0.0,3498.95,0.0,0.0,0.0,0.0,0.0,P00042,recovery_single
ATL,RJ,1,1,1,348,45,228,DTW,1,DTW_D1,1,91,0.0,3501.25,0.0,0.0,0.0,0.0,0.0,P00049,recovery_single
ATL,BOTH,1,1,1,348,45,228,DTW,1,DTW_D1,1,91,0.0,3501.25,0.0,0.0,0.0,0.0,0.0,P00050,recovery_single
ORD,NB,1,1,1,398,45,278,,0,,1,0,0.0,3512.75,0.0,0.0,0.0,0.0,0.0,P00309,recovery_single
ORD,BOTH,1,1,1,398,45,278,,0,,1,0,0.0,3512.75,0.0,0.0,0.0,0.0,0.0,P00310,recovery_single
ORD,NB,1,1,1,362,52,235,FLL,1,FLL_D1,1,39,0.0,3513.3,0.0,0.0,0.0,0.0,0.0,P00093,recovery_single
ORD,BOTH,1,1,1,362,52,235,FLL,1,FLL_D1,1,39,0.0,3513.3,0.0,0.0,0.0,0.0,0.0,P00094,recovery_single
ATL,NB,1,1,1,412,79,258,,0,,1,0,0.0,3513.35,0.0,0.0,0.0,0.0,0.0,P00433,recovery_single
ATL,BOTH,1,1,1,412,79,258,,0,,1,0,0.0,3513.35,0.0,0.0,0.0,0.0,0.0,P00434,recovery_single
DFW,RJ,1,1,1,407,65,267,,0,,1,0,0.0,3517.5,0.0,0.0,0.0,0.0,0.0,P00139,recovery_single
DFW,BOTH,1,1,1,407,65,267,,0,,1,0,0.0,3517.5,0.0,0.0,0.0,0.0,0.0,P00140,recovery_single
DFW,NB,1,1,1,413,189,149,DEN,1,DEN_D1,1,73,0.0,3518.6,0.0,0.0,0.0,0.0,0.0,P00387,recovery_single
DFW,BOTH,1,1,1,413,189,149,DEN,1,DEN_D1,1,73,0.0,3518.6,0.0,0.0,0.0,0.0,0.0,P00388,recovery_single
JFK,NB,1,1,1,368,74,219,BNA,1,BNA_D1,1,66,0.0,3523.1,0.0,0.0,0.0,0.0,0.0,P00079,recovery_single
JFK,BOTH,1,1,1,368,74,219,BNA,1,BNA_D1,1,66,0.0,3523.1,0.0,0.0,0.0,0.0,0.0,P00080,recovery_single
JFK,NB,2,2,1,363,45,243,STL,1,STL_D2,2,28,0.0,3524.5,0.0,0.0,0.0,0.0,0.0,P00551,recovery_single
JFK,BOTH,2,2,1,363,45,243,STL,1,STL_D2,2,28,0.0,3524.5,0.0,0.0,0.0,0.0,0.0,P00552,recovery_single
JFK,NB,1,1,1,374,84,215,MCI,1,MCI_D1,1,58,0.0,3526.1,0.0,0.0,0.0,0.0,0.0,P00383,recovery_single
JFK,BOTH,1,1,1,374,84,215,MCI,1,MCI_D1,1,58,0.0,3526.1,0.0,0.0,0.0,0.0,0.0,P00384,recovery_single
ORD,RJ,1,1,1,420,92,253,,0,,1,0,0.0,3528.8,0.0,0.0,0.0,0.0,0.0,P00133,recovery_single
ORD,BOTH,1,1,1,420,92,253,,0,,1,0,0.0,3528.8,0.0,0.0,0.0,0.0,0.0,P00134,recovery_single
ORD,NB,1,1,1,369,75,219,IAD,1,IAD_D1,1,70,0.0,3530.5,0.0,0.0,0.0,0.0,0.0,P00157,recovery_single
ORD,BOTH,1,1,1,369,75,219,IAD,1,IAD_D1,1,70,0.0,3530.5,0.0,0.0,0.0,0.0,0.0,P00158,recovery_single
JFK,NB,2,2,1,365,46,244,CMH,1,CMH_D2,2,28,0.0,3533.65,0.0,0.0,0.0,0.0,0.0,P00559,recovery_single
JFK,BOTH,2,2,1,365,46,244,CMH,1,CMH_D2,2,28,0.0,3533.65,0.0,0.0,0.0,0.0,0.0,P00560,recovery_single
ATL,RJ,1,1,1,367,52,240,AUS,1,AUS_D1,1,31,0.0,3534.05,0.0,0.0,0.0,0.0,0.0,P00401,recovery_single
ATL,BOTH,1,1,1,367,52,240,AUS,1,AUS_D1,1,31,0.0,3534.05,0.0,0.0,0.0,0.0,0.0,P00402,recovery_single
DFW,NB,1,1,1,461,189,197,,0,,0,0,0.0,3536.6,0.0,0.0,0.0,0.0,0.0,P00355,recovery_single
DFW,BOTH,1,1,1,461,189,197,,0,,0,0,0.0,3536.6,0.0,0.0,0.0,0.0,0.0,P00356,recovery_single
JFK,NB,2,2,1,370,65,230,SAV,1,SAV_D2,2,47,0.0,3536.75,0.0,0.0,0.0,0.0,0.0,P00535,recovery_single
JFK,BOTH,2,2,1,370,65,230,SAV,1,SAV_D2,2,47,0.0,3536.75,0.0,0.0,0.0,0.0,0.0,P00536,recovery_single
ATL,NB,1,1,1,359,56,228,STL,1,STL_D1,1,91,0.0,3538.65,0.0,0.0,0.0,0.0,0.0,P00257,recovery_single
ATL,BOTH,1,1,1,359,56,228,STL,1,STL_D1,1,91,0.0,3538.65,0.0,0.0,0.0,0.0,0.0,P00258,recovery_single
ATL,NB,2,2,1,373,87,211,BOS,1,BOS_D2,2,84,0.0,3539.3,0.0,0.0,0.0,0.0,0.0,P00577,recovery_single
ATL,BOTH,2,2,1,373,87,211,BOS,1,BOS_D2,2,84,0.0,3539.3,0.0,0.0,0.0,0.0,0.0,P00578,recovery_single
DFW,NB,1,1,1,418,79,264,,0,,1,0,0.0,3547.85,0.0,0.0,0.0,0.0,0.0,P00435,recovery_single
DFW,BOTH,1,1,1,418,79,264,,0,,1,0,0.0,3547.85,0.0,0.0,0.0,0.0,0.0,P00436,recovery_single
ATL,NB,1,1,1,391,125,191,MIA,1,MIA_D1,1,79,0.0,3548.5,0.0,0.0,0.0,0.0,0.0,P00225,recovery_single
ATL,BOTH,1,1,1,391,125,191,MIA,1,MIA_D1,1,79,0.0,3548.5,0.0,0.0,0.0,0.0,0.0,P00226,recovery_single
ATL,NB,2,2,1,360,45,240,AUS,1,AUS_D2,2,71,0.0,3550.25,0.0,0.0,0.0,0.0,0.0,P00785,recovery_single
ATL,BOTH,2,2,1,360,45,240,AUS,1,AUS_D2,2,71,0.0,3550.25,0.0,0.0,0.0,0.0,0.0,P00786,recovery_single
DFW,NB,2,2,1,406,47,284,,0,,2,0,0.0,3554.05,0.0,0.0,0.0,0.0,0.0,P00763,recovery_single
DFW,BOTH,2,2,1,406,47,284,,0,,2,0,0.0,3554.05,0.0,0.0,0.0,0.0,0.0,P00764,recovery_single
ORD,NB,2,2,1,389,104,210,MCI,1,MCI_D2,2,51,0.0,3558.35,0.0,0.0,0.0,0.0,0.0,P00565,recovery_single
ORD,BOTH,2,2,1,389,104,210,MCI,1,MCI_D2,2,51,0.0,3558.35,0.0,0.0,0.0,0.0,0.0,P00566,recovery_single
ATL,RJ,1,1,1,359,45,239,MSP,1,MSP_D1,1,91,0.0,3564.5,0.0,0.0,0.0,0.0,0.0,P00393,recovery_single
ATL,BOTH,1,1,1,359,45,239,MSP,1,MSP_D1,1,91,0.0,3564.5,0.0,0.0,0.0,0.0,0.0,P00394,recovery_single
DFW,NB,1,1,1,463,179,209,,0,,0,0,0.0,3571.6,0.0,0.0,0.0,0.0,0.0,P00459,recovery_single
DFW,BOTH,1,1,1,463,179,209,,0,,0,0,0.0,3571.6,0.0,0.0,0.0,0.0,0.0,P00460,recovery_single
ATL,NB,1,1,1,437,115,247,,0,,1,0,0.0,3572.5,0.0,0.0,0.0,0.0,0.0,P00233,recovery_single
ATL,BOTH,1,1,1,437,115,247,,0,,1,0,0.0,3572.5,0.0,0.0,0.0,0.0,0.0,P00234,recovery_single
ATL,RJ,1,1,1,420,73,272,,0,,1,0,0.0,3573.45,0.0,0.0,0.0,0.0,0.0,P00449,recovery_single
ATL,BOTH,1,1,1,420,73,272,,0,,1,0,0.0,3573.45,0.0,0.0,0.0,0.0,0.0,P00450,recovery_single
ATL,RJ,1,1,1,409,45,289,,0,,1,0,0.0,3576.0,0.0,0.0,0.0,0.0,0.0,P00113,recovery_single
ATL,BOTH,1,1,1,409,45,289,,0,,1,0,0.0,3576.0,0.0,0.0,0.0,0.0,0.0,P00114,recovery_single
ATL,NB,2,2,1,374,71,228,DTW,1,DTW_D2,2,81,0.0,3579.65,0.0,0.0,0.0,0.0,0.0,P00601,recovery_single
ATL,BOTH,2,2,1,374,71,228,DTW,1,DTW_D2,2,81,0.0,3579.65,0.0,0.0,0.0,0.0,0.0,P00602,recovery_single
JFK,NB,1,1,1,389,100,214,TPA,1,TPA_D1,1,66,0.0,3582.75,0.0,0.0,0.0,0.0,0.0,P00167,recovery_single
JFK,BOTH,1,1,1,389,100,214,TPA,1,TPA_D1,1,66,0.0,3582.75,0.0,0.0,0.0,0.0,0.0,P00168,recovery_single
JFK,NB,1,1,1,377,69,233,RDU,1,RDU_D1,1,66,0.0,3586.6,0.0,0.0,0.0,0.0,0.0,P00023,recovery_single
JFK,BOTH,1,1,1,377,69,233,RDU,1,RDU_D1,1,66,0.0,3586.6,0.0,0.0,0.0,0.0,0.0,P00024,recovery_single
JFK,NB,2,2,1,396,107,214,TPA,1,TPA_D2,2,47,0.0,3587.55,0.0,0.0,0.0,0.0,0.0,P00623,recovery_single
JFK,BOTH,2,2,1,396,107,214,TPA,1,TPA_D2,2,47,0.0,3587.55,0.0,0.0,0.0,0.0,0.0,P00624,recovery_single
ATL,NB,1,1,1,379,84,220,MCI,1,MCI_D1,1,91,0.0,3587.85,0.0,0.0,0.0,0.0,0.0,P00377,recovery_single
ATL,BOTH,1,1,1,379,84,220,MCI,1,MCI_D1,1,91,0.0,3587.85,0.0,0.0,0.0,0.0,0.0,P00378,recovery_single
JFK,NB,1,1,1,374,56,243,STL,1,STL_D1,1,58,0.0,3591.9,0.0,0.0,0.0,0.0,0.0,P00263,recovery_single
JFK,BOTH,1,1,1,374,56,243,STL,1,STL_D1,1,58,0.0,3591.9,0.0,0.0,0.0,0.0,0.0,P00264,recovery_single
DFW,NB,1,1,1,419,62,282,,0,,1,0,0.0,3593.55,0.0,0.0,0.0,0.0,0.0,P00491,recovery_single
DFW,BOTH,1,1,1,419,62,282,,0,,1,0,0.0,3593.55,0.0,0.0,0.0,0.0,0.0,P00492,recovery_single
ORD,NB,1,1,1,383,69,239,RDU,1,RDU_D1,1,39,0.0,3594.1,0.0,0.0,0.0,0.0,0.0,P00021,recovery_single
ORD,BOTH,1,1,1,383,69,239,RDU,1,RDU_D1,1,39,0.0,3594.1,0.0,0.0,0.0,0.0,0.0,P00022,recovery_single
DFW,NB,2,2,1,367,46,246,CMH,1,CMH_D2,2,79,0.0,3596.15,0.0,0.0,0.0,0.0,0.0,P00555,recovery_single
DFW,BOTH,2,2,1,367,46,246,CMH,1,CMH_D2,2,79,0.0,3596.15,0.0,0.0,0.0,0.0,0.0,P00556,recovery_single
ATL,NB,2,2,1,372,58,239,MSP,1,MSP_D2,2,81,0.0,3598.7,0.0,0.0,0.0,0.0,0.0,P00705,recovery_single
ATL,BOTH,2,2,1,372,58,239,MSP,1,MSP_D2,2,81,0.0,3598.7,0.0,0.0,0.0,0.0,0.0,P00706,recovery_single
DFW,NB,2,2,1,421,64,282,,0,,2,0,0.0,3600.35,0.0,0.0,0.0,0.0,0.0,P00739,recovery_single
DFW,BOTH,2,2,1,421,64,282,,0,,2,0,0.0,3600.35,0.0,0.0,0.0,0.0,0.0,P00740,recovery_single
ORD,NB,2,2,1,371,61,235,FLL,1,FLL_D2,2,97,0.0,3601.9,0.0,0.0,0.0,0.0,0.0,P00629,recovery_single
ORD,BOTH,2,2,1,371,61,235,FLL,1,FLL_D2,2,97,0.0,3601.9,0.0,0.0,0.0,0.0,0.0,P00630,recovery_single
DFW,NB,1,1,1,419,58,286,,0,,1,0,0.0,3602.95,0.0,0.0,0.0,0.0,0.0,P00299,recovery_single
DFW,BOTH,1,1,1,419,58,286,,0,,1,0,0.0,3602.95,0.0,0.0,0.0,0.0,0.0,P00300,recovery_single
ORD,NB,1,1,1,378,46,257,SAT,1,SAT_D1,1,26,0.0,3606.4,0.0,0.0,0.0,0.0,0.0,P00221,recovery_single
ORD,BOTH,1,1,1,378,46,257,SAT,1,SAT_D1,1,26,0.0,3606.4,0.0,0.0,0.0,0.0,0.0,P00222,recovery_single
DFW,NB,1,1,1,422,63,284,,0,,1,0,0.0,3608.45,0.0,0.0,0.0,0.0,0.0,P00243,recovery_single
DFW,BOTH,1,1,1,422,63,284,,0,,1,0,0.0,3608.45,0.0,0.0,0.0,0.0,0.0,P00244,recovery_single
ATL,NB,1,1,1,367,45,247,CLE,1,CLE_D1,1,91,0.0,3610.5,0.0,0.0,0.0,0.0,0.0,P00361,recovery_single
ATL,BOTH,1,1,1,367,45,247,CLE,1,CLE_D1,1,91,0.0,3610.5,0.0,0.0,0.0,0.0,0.0,P00362,recovery_single
ATL,NB,2,2,1,370,48,247,CLE,1,CLE_D2,2,81,0.0,3610.7,0.0,0.0,0.0,0.0,0.0,P00521,recovery_single
ATL,BOTH,2,2,1,370,48,247,CLE,1,CLE_D2,2,81,0.0,3610.7,0.0,0.0,0.0,0.0,0.0,P00522,recovery_single
ATL,NB,2,2,1,432,85,272,,0,,2,0,0.0,3614.25,0.0,0.0,0.0,0.0,0.0,P00609,recovery_single
ATL,BOTH,2,2,1,432,85,272,,0,,2,0,0.0,3614.25,0.0,0.0,0.0,0.0,0.0,P00610,recovery_single
DFW,NB,1,1,1,425,67,283,,0,,1,0,0.0,3616.3,0.0,0.0,0.0,0.0,0.0,P00251,recovery_single
DFW,BOTH,1,1,1,425,67,283,,0,,1,0,0.0,3616.3,0.0,0.0,0.0,0.0,0.0,P00252,recovery_single
DFW,NB,2,2,1,423,62,286,,0,,2,0,0.0,3616.55,0.0,0.0,0.0,0.0,0.0,P00755,recovery_single
DFW,BOTH,2,2,1,423,62,286,,0,,2,0,0.0,3616.55,0.0,0.0,0.0,0.0,0.0,P00756,recovery_single
JFK,NB,1,1,1,384,68,241,PIT,1,PIT_D1,1,58,0.0,3621.2,0.0,0.0,0.0,0.0,0.0,P00047,recovery_single
JFK,BOTH,1,1,1,384,68,241,PIT,1,PIT_D1,1,58,0.0,3621.2,0.0,0.0,0.0,0.0,0.0,P00048,recovery_single
ORD,NB,2,2,1,376,65,236,SAV,1,SAV_D2,2,97,0.0,3621.25,0.0,0.0,0.0,0.0,0.0,P00533,recovery_single
ORD,BOTH,2,2,1,376,65,236,SAV,1,SAV_D2,2,97,0.0,3621.25,0.0,0.0,0.0,0.0,0.0,P00534,recovery_single
DFW,RJ,1,1,1,417,45,297,,0,,1,0,0.0,3622.0,0.0,0.0,0.0,0.0,0.0,P00323,recovery_single
DFW,BOTH,1,1,1,417,45,297,,0,,1,0,0.0,3622.0,0.0,0.0,0.0,0.0,0.0,P00324,recovery_single
DFW,NB,1,1,1,423,59,289,,0,,1,0,0.0,3623.6,0.0,0.0,0.0,0.0,0.0,P00483,recovery_single
DFW,BOTH,1,1,1,423,59,289,,0,,1,0,0.0,3623.6,0.0,0.0,0.0,0.0,0.0,P00484,recovery_single
ORD,NB,1,1,1,420,135,210,MCI,1,MCI_D1,1,19,0.0,3631.75,0.0,0.0,0.0,0.0,0.0,P00069,recovery_single
ORD,BOTH,1,1,1,420,135,210,MCI,1,MCI_D1,1,19,0.0,3631.75,0.0,0.0,0.0,0.0,0.0,P00070,recovery_single
ORD,NB,1,1,1,385,69,241,BOS,1,BOS_D1,1,70,0.0,3636.6,0.0,0.0,0.0,0.0,0.0,P00293,recovery_single
ORD,BOTH,1,1,1,385,69,241,BOS,1,BOS_D1,1,70,0.0,3636.6,0.0,0.0,0.0,0.0,0.0,P00294,recovery_single
ATL,NB,1,1,1,427,61,291,,0,,1,0,0.0,3641.9,0.0,0.0,0.0,0.0,0.0,P00265,recovery_single
ATL,BOTH,1,1,1,427,61,291,,0,,1,0,0.0,3641.9,0.0,0.0,0.0,0.0,0.0,P00266,recovery_single
DFW,NB,1,1,1,378,45,258,CLE,1,CLE_D1,1,67,0.0,3649.75,0.0,0.0,0.0,0.0,0.0,P00363,recovery_single
DFW,BOTH,1,1,1,378,45,258,CLE,1,CLE_D1,1,67,0.0,3649.75,0.0,0.0,0.0,0.0,0.0,P00364,recovery_single
ATL,NB,1,1,1,387,46,266,SAT,1,SAT_D1,1,31,0.0,3663.15,0.0,0.0,0.0,0.0,0.0,P00217,recovery_single
ATL,BOTH,1,1,1,387,46,266,SAT,1,SAT_D1,1,31,0.0,3663.15,0.0,0.0,0.0,0.0,0.0,P00218,recovery_single
ORD,NB,1,1,1,467,148,244,,0,,1,0,0.0,3667.45,0.0,0.0,0.0,0.0,0.0,P00125,recovery_single
ORD,BOTH,1,1,1,467,148,244,,0,,1,0,0.0,3667.45,0.0,0.0,0.0,0.0,0.0,P00126,recovery_single
DFW,NB,2,2,1,381,48,258,CLE,1,CLE_D2,2,79,0.0,3671.95,0.0,0.0,0.0,0.0,0.0,P00523,recovery_single
DFW,BOTH,2,2,1,381,48,258,CLE,1,CLE_D2,2,79,0.0,3671.95,0.0,0.0,0.0,0.0,0.0,P00524,recovery_single
DFW,NB,1,1,1,446,202,169,PHX,1,PHX_D1,1,73,0.0,3677.8,0.0,0.0,0.0,0.0,0.0,P00283,recovery_single
DFW,BOTH,1,1,1,446,202,169,PHX,1,PHX_D1,1,73,0.0,3677.8,0.0,0.0,0.0,0.0,0.0,P00284,recovery_single
JFK,RJ,1,1,1,402,83,244,CMH,1,CMH_D1,1,58,0.0,3689.45,0.0,0.0,0.0,0.0,0.0,P00215,recovery_single
JFK,BOTH,1,1,1,402,83,244,CMH,1,CMH_D1,1,58,0.0,3689.45,0.0,0.0,0.0,0.0,0.0,P00216,recovery_single
DFW,NB,1,1,1,428,152,201,LAS,1,LAS_D1,1,73,0.0,3691.8,0.0,0.0,0.0,0.0,0.0,P00171,recovery_single
DFW,BOTH,1,1,1,428,152,201,LAS,1,LAS_D1,1,73,0.0,3691.8,0.0,0.0,0.0,0.0,0.0,P00172,recovery_single
DFW,NB,1,1,1,455,108,272,,0,,1,0,0.0,3692.45,0.0,0.0,0.0,0.0,0.0,P00099,recovery_single
DFW,BOTH,1,1,1,455,108,272,,0,,1,0,0.0,3692.45,0.0,0.0,0.0,0.0,0.0,P00100,recovery_single
JFK,NB,1,1,1,391,58,258,MIA,1,MIA_D1,1,66,0.0,3692.95,0.0,0.0,0.0,0.0,0.0,P00415,recovery_single
JFK,BOTH,1,1,1,391,58,258,MIA,1,MIA_D1,1,66,0.0,3692.95,0.0,0.0,0.0,0.0,0.0,P00416,recovery_single
DFW,NB,1,1,1,395,68,252,PIT,1,PIT_D1,1,67,0.0,3693.45,0.0,0.0,0.0,0.0,0.0,P00043,recovery_single
DFW,BOTH,1,1,1,395,68,252,PIT,1,PIT_D1,1,67,0.0,3693.45,0.0,0.0,0.0,0.0,0.0,P00044,recovery_single
ATL,RJ,2,2,1,444,78,291,,0,,2,0,0.0,3699.7,0.0,0.0,0.0,0.0,0.0,P00585,recovery_single
ATL,BOTH,2,2,1,444,78,291,,0,,2,0,0.0,3699.7,0.0,0.0,0.0,0.0,0.0,P00586,recovery_single
DFW,RJ,1,1,1,388,45,268,MSP,1,MSP_D1,1,67,0.0,3707.25,0.0,0.0,0.0,0.0,0.0,P00395,recovery_single
DFW,BOTH,1,1,1,388,45,268,MSP,1,MSP_D1,1,67,0.0,3707.25,0.0,0.0,0.0,0.0,0.0,P00396,recovery_single
JFK,RJ,1,1,1,417,115,227,MCO,1,MCO_D1,1,66,0.0,3708.5,0.0,0.0,0.0,0.0,0.0,P00031,recovery_single
JFK,BOTH,1,1,1,417,115,227,MCO,1,MCO_D1,1,66,0.0,3708.5,0.0,0.0,0.0,0.0,0.0,P00032,recovery_single
DFW,RJ,1,1,1,404,83,246,CMH,1,CMH_D1,1,67,0.0,3709.95,0.0,0.0,0.0,0.0,0.0,P00211,recovery_single
DFW,BOTH,1,1,1,404,83,246,CMH,1,CMH_D1,1,67,0.0,3709.95,0.0,0.0,0.0,0.0,0.0,P00212,recovery_single
ORD,NB,2,2,1,403,87,241,BOS,1,BOS_D2,2,83,0.0,3710.8,0.0,0.0,0.0,0.0,0.0,P00581,recovery_single
ORD,BOTH,2,2,1,403,87,241,BOS,1,BOS_D2,2,83,0.0,3710.8,0.0,0.0,0.0,0.0,0.0,P00582,recovery_single
ATL,RJ,2,2,1,449,85,289,,0,,2,0,0.0,3712.0,0.0,0.0,0.0,0.0,0.0,P00793,recovery_single
ATL,BOTH,2,2,1,449,85,289,,0,,2,0,0.0,3712.0,0.0,0.0,0.0,0.0,0.0,P00794,recovery_single
DFW,RJ,1,1,1,390,45,270,DTW,1,DTW_D1,1,67,0.0,3718.75,0.0,0.0,0.0,0.0,0.0,P00051,recovery_single
DFW,BOTH,1,1,1,390,45,270,DTW,1,DTW_D1,1,67,0.0,3718.75,0.0,0.0,0.0,0.0,0.0,P00052,recovery_single
DFW,NB,2,2,1,388,45,268,MCI,1,MCI_D2,2,79,0.0,3719.25,0.0,0.0,0.0,0.0,0.0,P00643,recovery_single
DFW,BOTH,2,2,1,388,45,268,MCI,1,MCI_D2,2,79,0.0,3719.25,0.0,0.0,0.0,0.0,0.0,P00644,recovery_single
JFK,RJ,1,1,1,421,116,230,SAV,1,SAV_D1,1,66,0.0,3729.15,0.0,0.0,0.0,0.0,0.0,P00207,recovery_single
JFK,BOTH,1,1,1,421,116,230,SAV,1,SAV_D1,1,66,0.0,3729.15,0.0,0.0,0.0,0.0,0.0,P00208,recovery_single
ORD,RJ,1,1,1,427,116,236,SAV,1,SAV_D1,1,39,0.0,3736.65,0.0,0.0,0.0,0.0,0.0,P00205,recovery_single
ORD,BOTH,1,1,1,427,116,236,SAV,1,SAV_D1,1,39,0.0,3736.65,0.0,0.0,0.0,0.0,0.0,P00206,recovery_single
ORD,NB,1,1,1,427,115,237,CLT,1,CLT_D1,1,39,0.0,3739.0,0.0,0.0,0.0,0.0,0.0,P00061,recovery_single
ORD,BOTH,1,1,1,427,115,237,CLT,1,CLT_D1,1,39,0.0,3739.0,0.0,0.0,0.0,0.0,0.0,P00062,recovery_single
